Frame Number,Time Stamp (ms),Buffer Index
16502,554016,0
16503,554050,0
16504,554084,0
16505,554116,0
16506,554151,0
16507,554184,0
16508,554217,0
16509,554252,0
16510,554285,0
16511,554318,0
16512,554352,0
16513,554385,0
16514,554418,0
16515,554452,0
16516,554485,0
16517,554519,0
16518,554553,0
16519,554586,0
16520,554620,0
16521,554655,0
16522,554688,0
16523,554721,0
16524,554755,0
16525,554789,0
16526,554822,0
16527,554854,0
16528,554889,0
16529,554922,0
16530,554956,0
16531,554991,0
16532,555023,0
16533,555057,0
16534,555091,0
16535,555124,0
16536,555157,0
16537,555192,0
16538,555225,0
16539,555258,0
16540,555292,0
16541,555326,0
16542,555358,0
16543,555392,0
16544,555426,0
16545,555460,0
16546,555493,0
16547,555526,0
16548,555560,0
16549,555593,0
16550,555628,0
16551,555661,0
16552,555694,0
16553,555728,0
16554,555762,0
16555,555795,0
16556,555829,0
16557,555862,0
16558,555896,0
16559,555931,0
16560,555963,0
16561,555996,0
16562,556031,0
16563,556063,0
16564,556098,0
16565,556132,0
16566,556164,0
16567,556199,0
16568,556232,0
16569,556265,0
16570,556299,0
16571,556332,0
16572,556365,0
16573,556401,0
16574,556433,0
16575,556466,0
16576,556501,0
16577,556534,0
16578,556567,0
16579,556601,0
16580,556634,0
16581,556668,0
16582,556703,0
16583,556735,0
16584,556768,0
16585,556803,0
16586,556836,0
16587,556869,0
16588,556903,0
16589,556937,0
16590,556970,0
16591,557004,0
16592,557039,0
16593,557071,0
16594,557105,0
16595,557140,0
16596,557172,0
16597,557205,0
16598,557240,0
16599,557273,0
16600,557307,0
16601,557341,0
16602,557373,0
16603,557407,0
16604,557441,0
16605,557474,0
16606,557507,0
16607,557542,0
16608,557575,0
16609,557608,0
16610,557642,0
16611,557675,0
16612,557709,0
16613,557743,0
16614,557778,0
16615,557810,0
16616,557843,0
16617,557877,0
16618,557910,0
16619,557944,0
16620,557978,0
16621,558011,0
16622,558044,0
16623,558079,0
16624,558112,0
16625,558145,0
16626,558180,0
16627,558212,0
16628,558246,0
16629,558280,0
16630,558313,0
16631,558347,0
16632,558381,0
16633,558414,0
16634,558448,0
16635,558482,0
16636,558514,0
16637,558549,0
16638,558582,0
16639,558615,0
16640,558649,0
16641,558682,0
16642,558716,0
16643,558750,0
16644,558783,0
16645,558817,0
16646,558851,0
16647,558883,0
16648,558918,0
16649,558952,0
16650,558984,0
16651,559018,0
16652,559052,0
16653,559085,0
16654,559119,0
16655,559153,0
16656,559186,0
16657,559220,0
16658,559253,0
16659,559288,0
16660,559321,0
16661,559354,0
16662,559389,0
16663,559422,0
16664,559455,0
16665,559490,0
16666,559523,0
16667,559555,0
16668,559591,0
16669,559623,0
16670,559656,0
16671,559691,0
16672,559724,0
16673,559756,0
16674,559791,0
16675,559824,0
16676,559858,0
16677,559891,0
16678,559925,0
16679,559959,0
16680,559992,0
16681,560026,0
16682,560059,0
16683,560093,0
16684,560127,0
16685,560160,0
16686,560193,0
16687,560227,0
16688,560261,0
16689,560294,0
16690,560328,0
16691,560361,0
16692,560395,0
16693,560429,0
16694,560462,0
16695,560496,0
16696,560530,0
16697,560562,0
16698,560596,0
16699,560630,0
16700,560663,0
16701,560697,0
16702,560731,0
16703,560764,0
16704,560798,0
16705,560832,0
16706,560864,0
16707,560900,0
16708,560931,0
16709,560965,0
16710,560999,0
16711,561032,0
16712,561066,0
16713,561100,0
16714,561134,0
16715,561167,0
16716,561201,0
16717,561234,0
16718,561267,0
16719,561301,0
16720,561334,0
16721,561368,0
16722,561402,0
16723,561435,0
16724,561469,0
16725,561502,0
16726,561537,0
16727,561570,0
16728,561603,0
16729,561638,0
16730,561670,0
16731,561704,0
16732,561739,0
16733,561771,0
16734,561805,0
16735,561839,0
16736,561873,0
16737,561906,0
16738,561940,0
16739,561973,0
16740,562006,0
16741,562041,0
16742,562073,0
16743,562107,0
16744,562141,0
16745,562175,0
16746,562207,0
16747,562242,0
16748,562275,0
16749,562309,0
16750,562342,0
16751,562376,0
16752,562409,0
16753,562443,0
16754,562477,0
16755,562510,0
16756,562544,0
16757,562578,0
16758,562611,0
16759,562644,0
16760,562679,0
16761,562711,0
16762,562745,0
16763,562779,0
16764,562811,0
16765,562846,0
16766,562880,0
16767,562913,0
16768,562948,0
16769,562981,0
16770,563014,0
16771,563048,0
16772,563081,0
16773,563114,0
16774,563149,0
16775,563181,0
16776,563215,0
16777,563249,0
16778,563282,0
16779,563316,0
16780,563350,0
16781,563383,0
16782,563416,0
16783,563450,0
16784,563483,0
16785,563517,0
16786,563552,0
16787,563584,0
16788,563618,0
16789,563652,0
16790,563685,0
16791,563718,0
16792,563751,0
16793,563787,0
16794,563820,0
16795,563853,0
16796,563888,0
16797,563920,0
16798,563954,0
16799,563988,0
16800,564021,0
16801,564054,0
16802,564089,0
16803,564122,0
16804,564155,0
16805,564189,0
16806,564221,0
16807,564255,0
16808,564289,0
16809,564323,0
16810,564357,0
16811,564391,0
16812,564424,0
16813,564457,0
16814,564490,0
16815,564524,0
16816,564557,0
16817,564591,0
16818,564626,0
16819,564659,0
16820,564692,0
16821,564726,0
16822,564760,0
16823,564793,0
16824,564828,0
16825,564860,0
16826,564893,0
16827,564928,0
16828,564961,0
16829,564995,0
16830,565029,0
16831,565061,0
16832,565096,0
16833,565129,0
16834,565162,0
16835,565197,0
16836,565230,0
16837,565262,0
16838,565297,0
16839,565330,0
16840,565363,0
16841,565398,0
16842,565431,0
16843,565464,0
16844,565499,0
16845,565531,0
16846,565565,0
16847,565599,0
16848,565632,0
16849,565666,0
16850,565700,0
16851,565733,0
16852,565766,0
16853,565800,0
16854,565834,0
16855,565867,0
16856,565901,0
16857,565935,0
16858,565968,0
16859,566001,0
16860,566036,0
16861,566069,0
16862,566102,0
16863,566136,0
16864,566169,0
16865,566203,0
16866,566238,0
16867,566270,0
16868,566303,0
16869,566338,0
16870,566371,0
16871,566405,0
16872,566438,0
16873,566471,0
16874,566505,0
16875,566539,0
16876,566573,0
16877,566606,0
16878,566639,0
16879,566674,0
16880,566707,0
16881,566740,0
16882,566775,0
16883,566807,0
16884,566840,0
16885,566875,0
16886,566908,0
16887,566941,0
16888,566975,0
16889,567009,0
16890,567042,0
16891,567077,0
16892,567109,0
16893,567143,0
16894,567177,0
16895,567210,0
16896,567244,0
16897,567278,0
16898,567312,0
16899,567345,0
16900,567378,0
16901,567411,0
16902,567446,0
16903,567478,0
16904,567512,0
16905,567546,0
16906,567579,0
16907,567612,0
16908,567647,0
16909,567680,0
16910,567714,0
16911,567748,0
16912,567781,0
16913,567814,0
16914,567848,0
16915,567881,0
16916,567915,0
16917,567949,0
16918,567982,0
16919,568016,0
16920,568050,0
16921,568083,0
16922,568117,0
16923,568150,0
16924,568184,0
16925,568218,0
16926,568251,0
16927,568286,0
16928,568318,0
16929,568351,0
16930,568386,0
16931,568420,0
16932,568452,0
16933,568486,0
16934,568519,0
16935,568553,0
16936,568588,0
16937,568620,0
16938,568654,0
16939,568688,0
16940,568721,0
16941,568755,0
16942,568789,0
16943,568822,0
16944,568855,0
16945,568890,0
16946,568924,0
16947,568956,0
16948,568989,0
16949,569024,0
16950,569056,0
16951,569090,0
16952,569125,0
16953,569157,0
16954,569191,0
16955,569225,0
16956,569259,0
16957,569292,0
16958,569326,0
16959,569359,0
16960,569393,0
16961,569426,0
16962,569459,0
16963,569494,0
16964,569528,0
16965,569561,0
16966,569594,0
16967,569628,0
16968,569661,0
16969,569695,0
16970,569729,0
16971,569761,0
16972,569796,0
16973,569828,0
16974,569862,0
16975,569897,0
16976,569929,0
16977,569963,0
16978,569997,0
16979,570031,0
16980,570064,0
16981,570098,0
16982,570131,0
16983,570164,0
16984,570198,0
16985,570231,0
16986,570265,0
16987,570299,0
16988,570333,0
16989,570365,0
16990,570399,0
16991,570434,0
16992,570467,0
16993,570500,0
16994,570534,0
16995,570567,0
16996,570601,0
16997,570636,0
16998,570669,0
16999,570702,0
17000,570736,0
17001,570769,0
17002,570803,0
17003,570836,0
17004,570869,0
17005,570903,0
17006,570938,0
17007,570971,0
17008,571004,0
17009,571038,0
17010,571071,0
17011,571105,0
17012,571139,0
17013,571172,0
17014,571205,0
17015,571239,0
17016,571274,0
17017,571306,0
17018,571340,0
17019,571375,0
17020,571408,0
17021,571441,0
17022,571474,0
17023,571507,0
17024,571541,0
17025,571576,0
17026,571608,0
17027,571642,0
17028,571677,0
17029,571709,0
17030,571743,0
17031,571777,0
17032,571810,0
17033,571844,0
17034,571877,0
17035,571910,0
17036,571945,0
17037,571978,0
17038,572011,0
17039,572046,0
17040,572078,0
17041,572112,0
17042,572146,0
17043,572179,0
17044,572212,0
17045,572246,0
17046,572279,0
17047,572313,0
17048,572347,0
17049,572380,0
17050,572414,0
17051,572448,0
17052,572481,0
17053,572515,0
17054,572548,0
17055,572582,0
17056,572616,0
17057,572649,0
17058,572683,0
17059,572716,0
17060,572749,0
17061,572784,0
17062,572817,0
17063,572850,0
17064,572884,0
17065,572918,0
17066,572951,0
17067,572986,0
17068,573018,0
17069,573052,0
17070,573086,0
17071,573119,0
17072,573152,0
17073,573187,0
17074,573220,0
17075,573253,0
17076,573288,0
17077,573321,0
17078,573355,0
17079,573389,0
17080,573422,0
17081,573455,0
17082,573489,0
17083,573523,0
17084,573556,0
17085,573589,0
17086,573623,0
17087,573657,0
17088,573690,0
17089,573725,0
17090,573758,0
17091,573792,0
17092,573825,0
17093,573858,0
17094,573892,0
17095,573925,0
17096,573959,0
17097,573993,0
17098,574026,0
17099,574059,0
17100,574094,0
17101,574128,0
17102,574160,0
17103,574194,0
17104,574227,0
17105,574260,0
17106,574295,0
17107,574328,0
17108,574361,0
17109,574395,0
17110,574428,0
17111,574461,0
17112,574496,0
17113,574529,0
17114,574563,0
17115,574597,0
17116,574630,0
17117,574663,0
17118,574698,0
17119,574731,0
17120,574765,0
17121,574798,0
17122,574832,0
17123,574865,0
17124,574898,0
17125,574933,0
17126,574966,0
17127,574999,0
17128,575034,0
17129,575066,0
17130,575100,0
17131,575134,0
17132,575167,0
17133,575200,0
17134,575235,0
17135,575268,0
17136,575301,0
17137,575336,0
17138,575369,0
17139,575402,0
17140,575436,0
17141,575469,0
17142,575503,0
17143,575537,0
17144,575571,0
17145,575603,0
17146,575637,0
17147,575671,0
17148,575705,0
17149,575738,0
17150,575773,0
17151,575805,0
17152,575839,0
17153,575873,0
17154,575907,0
17155,575940,0
17156,575973,0
17157,576007,0
17158,576040,0
17159,576074,0
17160,576107,0
17161,576142,0
17162,576175,0
17163,576208,0
17164,576243,0
17165,576275,0
17166,576309,0
17167,576343,0
17168,576377,0
17169,576409,0
17170,576443,0
17171,576476,0
17172,576510,0
17173,576545,0
17174,576578,0
17175,576611,0
17176,576645,0
17177,576677,0
17178,576711,0
17179,576745,0
17180,576778,0
17181,576812,0
17182,576847,0
17183,576879,0
17184,576913,0
17185,576947,0
17186,576981,0
17187,577014,0
17188,577047,0
17189,577082,0
17190,577116,0
17191,577148,0
17192,577182,0
17193,577215,0
17194,577248,0
17195,577283,0
17196,577316,0
17197,577349,0
17198,577384,0
17199,577416,0
17200,577449,0
17201,577484,0
17202,577517,0
17203,577550,0
17204,577584,0
17205,577618,0
17206,577651,0
17207,577685,0
17208,577718,0
17209,577752,0
17210,577786,0
17211,577819,0
17212,577853,0
17213,577886,0
17214,577921,0
17215,577953,0
17216,577988,0
17217,578022,0
17218,578055,0
17219,578088,0
17220,578122,0
17221,578155,0
17222,578189,0
17223,578223,0
17224,578257,0
17225,578290,0
17226,578324,0
17227,578357,0
17228,578391,0
17229,578425,0
17230,578457,0
17231,578491,0
17232,578525,0
17233,578558,0
17234,578592,0
17235,578626,0
17236,578659,0
17237,578693,0
17238,578726,0
17239,578759,0
17240,578793,0
17241,578826,0
17242,578860,0
17243,578895,0
17244,578927,0
17245,578961,0
17246,578995,0
17247,579028,0
17248,579062,0
17249,579096,0
17250,579129,0
17251,579162,0
17252,579196,0
17253,579230,0
17254,579263,0
17255,579296,0
17256,579330,0
17257,579364,0
17258,579397,0
17259,579431,0
17260,579464,0
17261,579498,0
17262,579532,0
17263,579566,0
17264,579598,0
17265,579632,0
17266,579665,0
17267,579699,0
17268,579734,0
17269,579767,0
17270,579800,0
17271,579834,0
17272,579867,0
17273,579900,0
17274,579934,0
17275,579968,0
17276,580001,0
17277,580035,0
17278,580069,0
17279,580102,0
17280,580135,0
17281,580169,0
17282,580203,0
17283,580236,0
17284,580271,0
17285,580304,0
17286,580337,0
17287,580372,0
17288,580405,0
17289,580439,0
17290,580473,0
17291,580505,0
17292,580540,0
17293,580573,0
17294,580606,0
17295,580641,0
17296,580673,0
17297,580707,0
17298,580742,0
17299,580774,0
17300,580807,0
17301,580842,0
17302,580875,0
17303,580908,0
17304,580942,0
17305,580975,0
17306,581008,0
17307,581043,0
17308,581076,0
17309,581110,0
17310,581144,0
17311,581177,0
17312,581210,0
17313,581244,0
17314,581278,0
17315,581310,0
17316,581345,0
17317,581378,0
17318,581412,0
17319,581445,0
17320,581479,0
17321,581512,0
17322,581546,0
17323,581580,0
17324,581614,0
17325,581647,0
17326,581681,0
17327,581714,0
17328,581747,0
17329,581781,0
17330,581815,0
17331,581848,0
17332,581882,0
17333,581915,0
17334,581949,0
17335,581983,0
17336,582015,0
17337,582049,0
17338,582083,0
17339,582116,0
17340,582150,0
17341,582184,0
17342,582217,0
17343,582251,0
17344,582284,0
17345,582319,0
17346,582351,0
17347,582385,0
17348,582419,0
17349,582452,0
17350,582486,0
17351,582521,0
17352,582553,0
17353,582586,0
17354,582621,0
17355,582654,0
17356,582688,0
17357,582722,0
17358,582756,0
17359,582789,0
17360,582822,0
17361,582855,0
17362,582889,0
17363,582923,0
17364,582955,0
17365,582991,0
17366,583024,0
17367,583057,0
17368,583092,0
17369,583124,0
17370,583157,0
17371,583192,0
17372,583225,0
17373,583258,0
17374,583292,0
17375,583326,0
17376,583359,0
17377,583393,0
17378,583426,0
17379,583460,0
17380,583493,0
17381,583527,0
17382,583560,0
17383,583595,0
17384,583628,0
17385,583660,0
17386,583695,0
17387,583729,0
17388,583762,0
17389,583795,0
17390,583830,0
17391,583863,0
17392,583896,0
17393,583930,0
17394,583963,0
17395,583996,0
17396,584031,0
17397,584063,0
17398,584098,0
17399,584131,0
17400,584164,0
17401,584198,0
17402,584232,0
17403,584265,0
17404,584299,0
17405,584333,0
17406,584366,0
17407,584399,0
17408,584434,0
17409,584467,0
17410,584501,0
17411,584533,0
17412,584568,0
17413,584602,0
17414,584634,0
17415,584669,0
17416,584702,0
17417,584735,0
17418,584770,0
17419,584803,0
17420,584836,0
17421,584870,0
17422,584903,0
17423,584938,0
17424,584972,0
17425,585004,0
17426,585039,0
17427,585072,0
17428,585105,0
17429,585139,0
17430,585173,0
17431,585206,0
17432,585240,0
17433,585272,0
17434,585307,0
17435,585341,0
17436,585374,0
17437,585407,0
17438,585442,0
17439,585474,0
17440,585507,0
17441,585542,0
17442,585575,0
17443,585609,0
17444,585642,0
17445,585675,0
17446,585709,0
17447,585743,0
17448,585777,0
17449,585810,0
17450,585843,0
17451,585878,0
17452,585911,0
17453,585944,0
17454,585978,0
17455,586011,0
17456,586044,0
17457,586079,0
17458,586112,0
17459,586145,0
17460,586179,0
17461,586213,0
17462,586246,0
17463,586281,0
17464,586314,0
17465,586347,0
17466,586381,0
17467,586414,0
17468,586447,0
17469,586482,0
17470,586514,0
17471,586548,0
17472,586582,0
17473,586616,0
17474,586649,0
17475,586683,0
17476,586716,0
17477,586750,0
17478,586783,0
17479,586817,0
17480,586851,0
17481,586884,0
17482,586919,0
17483,586952,0
17484,586985,0
17485,587019,0
17486,587052,0
17487,587086,0
17488,587119,0
17489,587152,0
17490,587188,0
17491,587221,0
17492,587253,0
17493,587289,0
17494,587321,0
17495,587355,0
17496,587389,0
17497,587422,0
17498,587455,0
17499,587489,0
17500,587523,0
17501,587556,0
17502,587590,0
17503,587623,0
17504,587657,0
17505,587692,0
17506,587724,0
17507,587758,0
17508,587792,0
17509,587824,0
17510,587858,0
17511,587892,0
17512,587925,0
17513,587959,0
17514,587993,0
17515,588026,0
17516,588059,0
17517,588093,0
17518,588127,0
17519,588160,0
17520,588194,0
17521,588228,0
17522,588261,0
17523,588294,0
17524,588328,0
17525,588362,0
17526,588395,0
17527,588429,0
17528,588462,0
17529,588495,0
17530,588530,0
17531,588563,0
17532,588597,0
17533,588630,0
17534,588663,0
17535,588697,0
17536,588731,0
17537,588764,0
17538,588798,0
17539,588831,0
17540,588866,0
17541,588898,0
17542,588932,0
17543,588966,0
17544,588999,0
17545,589033,0
17546,589068,0
17547,589100,0
17548,589134,0
17549,589168,0
17550,589201,0
17551,589234,0
17552,589269,0
17553,589301,0
17554,589335,0
17555,589369,0
17556,589402,0
17557,589436,0
17558,589471,0
17559,589503,0
17560,589538,0
17561,589571,0
17562,589604,0
17563,589638,0
17564,589672,0
17565,589705,0
17566,589740,0
17567,589772,0
17568,589805,0
17569,589840,0
17570,589873,0
17571,589906,0
17572,589940,0
17573,589972,0
17574,590006,0
17575,590041,0
17576,590074,0
17577,590107,0
17578,590142,0
17579,590175,0
17580,590209,0
17581,590241,0
17582,590276,0
17583,590309,0
17584,590343,0
17585,590377,0
17586,590409,0
17587,590443,0
17588,590477,0
17589,590510,0
17590,590544,0
17591,590578,0
17592,590611,0
17593,590645,0
17594,590679,0
17595,590711,0
17596,590745,0
17597,590779,0
17598,590812,0
17599,590846,0
17600,590880,0
17601,590913,0
17602,590947,0
17603,590980,0
17604,591014,0
17605,591047,0
17606,591081,0
17607,591114,0
17608,591148,0
17609,591182,0
17610,591215,0
17611,591248,0
17612,591282,0
17613,591316,0
17614,591349,0
17615,591383,0
17616,591417,0
17617,591450,0
17618,591483,0
17619,591518,0
17620,591551,0
17621,591585,0
17622,591618,0
17623,591652,0
17624,591686,0
17625,591719,0
17626,591752,0
17627,591786,0
17628,591820,0
17629,591854,0
17630,591888,0
17631,591921,0
17632,591954,0
17633,591988,0
17634,592021,0
17635,592054,0
17636,592089,0
17637,592122,0
17638,592156,0
17639,592190,0
17640,592223,0
17641,592256,0
17642,592290,0
17643,592323,0
17644,592356,0
17645,592391,0
17646,592424,0
17647,592457,0
17648,592491,0
17649,592525,0
17650,592558,0
17651,592592,0
17652,592626,0
17653,592660,0
17654,592692,0
17655,592727,0
17656,592759,0
17657,592793,0
17658,592827,0
17659,592860,0
17660,592894,0
17661,592928,0
17662,592961,0
17663,592994,0
17664,593029,0
17665,593062,0
17666,593095,0
17667,593129,0
17668,593162,0
17669,593196,0
17670,593230,0
17671,593263,0
17672,593296,0
17673,593330,0
17674,593364,0
17675,593398,0
17676,593431,0
17677,593466,0
17678,593498,0
17679,593532,0
17680,593566,0
17681,593599,0
17682,593632,0
17683,593667,0
17684,593700,0
17685,593734,0
17686,593767,0
17687,593801,0
17688,593835,0
17689,593868,0
17690,593901,0
17691,593935,0
17692,593968,0
17693,594001,0
17694,594037,0
17695,594070,0
17696,594102,0
17697,594137,0
17698,594170,0
17699,594203,0
17700,594238,0
17701,594271,0
17702,594304,0
17703,594339,0
17704,594371,0
17705,594405,0
17706,594439,0
17707,594472,0
17708,594505,0
17709,594539,0
17710,594574,0
17711,594606,0
17712,594640,0
17713,594674,0
17714,594707,0
17715,594740,0
17716,594775,0
17717,594808,0
17718,594841,0
17719,594876,0
17720,594909,0
17721,594942,0
17722,594976,0
17723,595010,0
17724,595043,0
17725,595077,0
17726,595110,0
17727,595143,0
17728,595178,0
17729,595210,0
17730,595243,0
17731,595278,0
17732,595311,0
17733,595344,0
17734,595378,0
17735,595411,0
17736,595445,0
17737,595479,0
17738,595513,0
17739,595546,0
17740,595579,0
17741,595613,0
17742,595646,0
17743,595680,0
17744,595714,0
17745,595748,0
17746,595781,0
17747,595815,0
17748,595848,0
17749,595881,0
17750,595916,0
17751,595949,0
17752,595983,0
17753,596017,0
17754,596049,0
17755,596084,0
17756,596117,0
17757,596151,0
17758,596185,0
17759,596218,0
17760,596251,0
17761,596286,0
17762,596318,0
17763,596352,0
17764,596386,0
17765,596419,0
17766,596453,0
17767,596487,0
17768,596520,0
17769,596553,0
17770,596588,0
17771,596621,0
17772,596654,0
17773,596688,0
17774,596721,0
17775,596756,0
17776,596789,0
17777,596822,0
17778,596856,0
17779,596890,0
17780,596924,0
17781,596956,0
17782,596990,0
17783,597024,0
17784,597056,0
17785,597090,0
17786,597125,0
17787,597158,0
17788,597191,0
17789,597226,0
17790,597258,0
17791,597292,0
17792,597326,0
17793,597359,0
17794,597393,0
17795,597427,0
17796,597460,0
17797,597494,0
17798,597528,0
17799,597560,0
17800,597594,0
17801,597628,0
17802,597661,0
17803,597695,0
17804,597728,0
17805,597763,0
17806,597796,0
17807,597829,0
17808,597864,0
17809,597896,0
17810,597930,0
17811,597964,0
17812,597998,0
17813,598030,0
17814,598065,0
17815,598098,0
17816,598131,0
17817,598166,0
17818,598198,0
17819,598232,0
17820,598267,0
17821,598298,0
17822,598333,0
17823,598367,0
17824,598400,0
17825,598434,0
17826,598468,0
17827,598501,0
17828,598535,0
17829,598568,0
17830,598601,0
17831,598635,0
17832,598668,0
17833,598702,0
17834,598736,0
17835,598769,0
17836,598803,0
17837,598837,0
17838,598870,0
17839,598904,0
17840,598939,0
17841,598971,0
17842,599005,0
17843,599038,0
17844,599072,0
17845,599105,0
17846,599140,0
17847,599174,0
17848,599207,0
17849,599240,0
17850,599274,0
17851,599307,0
17852,599341,0
17853,599375,0
17854,599407,0
17855,599441,0
17856,599475,0
17857,599509,0
17858,599541,0
17859,599575,0
17860,599609,0
17861,599643,0
17862,599676,0
17863,599709,0
17864,599743,0
17865,599777,0
17866,599810,0
17867,599844,0
17868,599878,0
17869,599910,0
17870,599944,0
17871,599978,0
17872,600011,0
17873,600044,0
17874,600078,0
17875,600112,0
17876,600146,0
17877,600179,0
17878,600214,0
17879,600246,0
17880,600280,0
17881,600314,0
17882,600347,0
17883,600381,0
17884,600415,0
17885,600448,0
17886,600481,0
17887,600515,0
17888,600549,0
17889,600583,0
17890,600616,0
17891,600649,0
17892,600684,0
17893,600716,0
17894,600749,0
17895,600784,0
17896,600817,0
17897,600851,0
17898,600885,0
17899,600917,0
17900,600951,0
17901,600986,0
17902,601018,0
17903,601052,0
17904,601087,0
17905,601119,0
17906,601153,0
17907,601187,0
17908,601220,0
17909,601253,0
17910,601288,0
17911,601321,0
17912,601355,0
17913,601388,0
17914,601423,0
17915,601455,0
17916,601489,0
17917,601524,0
17918,601557,0
17919,601590,0
17920,601624,0
17921,601657,0
17922,601690,0
17923,601725,0
17924,601758,0
17925,601791,0
17926,601825,0
17927,601859,0
17928,601892,0
17929,601926,0
17930,601958,0
17931,601992,0
17932,602027,0
17933,602060,0
17934,602093,0
17935,602127,0
17936,602160,0
17937,602194,0
17938,602227,0
17939,602261,0
17940,602295,0
17941,602328,0
17942,602362,0
17943,602395,0
17944,602428,0
17945,602463,0
17946,602496,0
17947,602530,0
17948,602564,0
17949,602597,0
17950,602630,0
17951,602664,0
17952,602697,0
17953,602731,0
17954,602765,0
17955,602797,0
17956,602832,0
17957,602866,0
17958,602898,0
17959,602933,0
17960,602966,0
17961,602999,0
17962,603034,0
17963,603066,0
17964,603099,0
17965,603134,0
17966,603167,0
17967,603201,0
17968,603236,0
17969,603268,0
17970,603302,0
17971,603336,0
17972,603368,0
17973,603402,0
17974,603437,0
17975,603470,0
17976,603503,0
17977,603538,0
17978,603572,0
17979,603604,0
17980,603637,0
17981,603672,0
17982,603705,0
17983,603738,0
17984,603773,0
17985,603806,0
17986,603839,0
17987,603873,0
17988,603906,0
17989,603939,0
17990,603974,0
17991,604007,0
17992,604041,0
17993,604075,0
17994,604107,0
17995,604141,0
17996,604175,0
17997,604208,0
17998,604241,0
17999,604275,0
18000,604309,0
18001,604343,0
18002,604376,0
18003,604410,0
18004,604443,0
18005,604477,0
18006,604511,0
18007,604544,0
18008,604578,0
18009,604611,0
18010,604644,0
18011,604678,0
18012,604712,0
18013,604745,0
18014,604779,0
18015,604813,0
18016,604846,0
18017,604880,0
18018,604914,0
18019,604946,0
18020,604980,0
18021,605014,0
18022,605047,0
18023,605082,0
18024,605115,0
18025,605148,0
18026,605183,0
18027,605216,0
18028,605249,0
18029,605284,0
18030,605317,0
18031,605349,0
18032,605383,0
18033,605416,0
18034,605450,0
18035,605485,0
18036,605517,0
18037,605551,0
18038,605585,0
18039,605618,0
18040,605652,0
18041,605686,0
18042,605719,0
18043,605752,0
18044,605786,0
18045,605820,0
18046,605853,0
18047,605887,0
18048,605921,0
18049,605954,0
18050,605988,0
18051,606022,0
18052,606055,0
18053,606089,0
18054,606122,0
18055,606156,0
18056,606189,0
18057,606224,0
18058,606256,0
18059,606290,0
18060,606325,0
18061,606357,0
18062,606391,0
18063,606425,0
18064,606458,0
18065,606491,0
18066,606525,0
18067,606558,0
18068,606592,0
18069,606626,0
18070,606659,0
18071,606693,0
18072,606726,0
18073,606760,0
18074,606793,0
18075,606826,0
18076,606861,0
18077,606894,0
18078,606927,0
18079,606961,0
18080,606994,0
18081,607028,0
18082,607062,0
18083,607096,0
18084,607130,0
18085,607163,0
18086,607196,0
18087,607231,0
18088,607264,0
18089,607297,0
18090,607331,0
18091,607364,0
18092,607397,0
18093,607431,0
18094,607464,0
18095,607499,0
18096,607533,0
18097,607565,0
18098,607599,0
18099,607634,0
18100,607665,0
18101,607700,0
18102,607734,0
18103,607767,0
18104,607800,0
18105,607834,0
18106,607868,0
18107,607900,0
18108,607935,0
18109,607969,0
18110,608002,0
18111,608035,0
18112,608069,0
18113,608103,0
18114,608136,0
18115,608171,0
18116,608204,0
18117,608237,0
18118,608271,0
18119,608305,0
18120,608338,0
18121,608371,0
18122,608405,0
18123,608438,0
18124,608473,0
18125,608506,0
18126,608539,0
18127,608573,0
18128,608606,0
18129,608639,0
18130,608673,0
18131,608707,0
18132,608740,0
18133,608774,0
18134,608808,0
18135,608841,0
18136,608874,0
18137,608909,0
18138,608942,0
18139,608975,0
18140,609010,0
18141,609042,0
18142,609077,0
18143,609110,0
18144,609143,0
18145,609177,0
18146,609211,0
18147,609244,0
18148,609278,0
18149,609312,0
18150,609344,0
18151,609379,0
18152,609412,0
18153,609445,0
18154,609480,0
18155,609513,0
18156,609546,0
18157,609580,0
18158,609613,0
18159,609647,0
18160,609681,0
18161,609714,0
18162,609747,0
18163,609782,0
18164,609815,0
18165,609849,0
18166,609883,0
18167,609915,0
18168,609949,0
18169,609984,0
18170,610016,0
18171,610050,0
18172,610084,0
18173,610118,0
18174,610150,0
18175,610184,0
18176,610219,0
18177,610251,0
18178,610285,0
18179,610319,0
18180,610352,0
18181,610385,0
18182,610420,0
18183,610453,0
18184,610487,0
18185,610521,0
18186,610554,0
18187,610587,0
18188,610622,0
18189,610654,0
18190,610688,0
18191,610722,0
18192,610755,0
18193,610788,0
18194,610823,0
18195,610856,0
18196,610890,0
18197,610924,0
18198,610957,0
18199,610989,0
18200,611023,0
18201,611058,0
18202,611091,0
18203,611125,0
18204,611159,0
18205,611191,0
18206,611225,0
18207,611259,0
18208,611292,0
18209,611326,0
18210,611360,0
18211,611393,0
18212,611426,0
18213,611461,0
18214,611493,0
18215,611528,0
18216,611561,0
18217,611594,0
18218,611628,0
18219,611661,0
18220,611695,0
18221,611729,0
18222,611762,0
18223,611795,0
18224,611830,0
18225,611862,0
18226,611896,0
18227,611931,0
18228,611963,0
18229,611996,0
18230,612031,0
18231,612064,0
18232,612097,0
18233,612132,0
18234,612166,0
18235,612199,0
18236,612232,0
18237,612266,0
18238,612301,0
18239,612333,0
18240,612367,0
18241,612400,0
18242,612434,0
18243,612467,0
18244,612501,0
18245,612534,0
18246,612569,0
18247,612601,0
18248,612635,0
