Frame Number,Time Stamp (ms),Buffer Index
9275,311381,0
9276,311414,0
9277,311448,0
9278,311482,0
9279,311515,0
9280,311548,0
9281,311583,0
9282,311615,0
9283,311649,0
9284,311684,0
9285,311716,0
9286,311750,0
9287,311784,0
9288,311816,0
9289,311850,0
9290,311885,0
9291,311918,0
9292,311951,0
9293,311985,0
9294,312018,0
9295,312052,0
9296,312085,0
9297,312120,0
9298,312153,0
9299,312186,0
9300,312220,0
9301,312253,0
9302,312287,0
9303,312321,0
9304,312354,0
9305,312387,0
9306,312421,0
9307,312455,0
9308,312488,0
9309,312522,0
9310,312555,0
9311,312590,0
9312,312624,0
9313,312656,0
9314,312691,0
9315,312725,0
9316,312757,0
9317,312792,0
9318,312825,0
9319,312858,0
9320,312892,0
9321,312925,0
9322,312959,0
9323,312993,0
9324,313026,0
9325,313060,0
9326,313093,0
9327,313126,0
9328,313160,0
9329,313195,0
9330,313227,0
9331,313261,0
9332,313295,0
9333,313328,0
9334,313362,0
9335,313395,0
9336,313429,0
9337,313462,0
9338,313496,0
9339,313530,0
9340,313563,0
9341,313596,0
9342,313631,0
9343,313663,0
9344,313697,0
9345,313731,0
9346,313764,0
9347,313797,0
9348,313832,0
9349,313864,0
9350,313899,0
9351,313933,0
9352,313965,0
9353,313999,0
9354,314033,0
9355,314066,0
9356,314099,0
9357,314133,0
9358,314167,0
9359,314201,0
9360,314234,0
9361,314268,0
9362,314301,0
9363,314334,0
9364,314369,0
9365,314402,0
9366,314436,0
9367,314470,0
9368,314502,0
9369,314535,0
9370,314570,0
9371,314603,0
9372,314637,0
9373,314670,0
9374,314703,0
9375,314738,0
9376,314772,0
9377,314805,0
9378,314839,0
9379,314873,0
9380,314906,0
9381,314940,0
9382,314973,0
9383,315006,0
9384,315041,0
9385,315074,0
9386,315107,0
9387,315141,0
9388,315175,0
9389,315208,0
9390,315242,0
9391,315275,0
9392,315309,0
9393,315343,0
9394,315376,0
9395,315410,0
9396,315444,0
9397,315477,0
9398,315510,0
9399,315544,0
9400,315578,0
9401,315611,0
9402,315644,0
9403,315679,0
9404,315712,0
9405,315746,0
9406,315779,0
9407,315813,0
9408,315846,0
9409,315880,0
9410,315913,0
9411,315946,0
9412,315980,0
9413,316013,0
9414,316046,0
9415,316081,0
9416,316114,0
9417,316148,0
9418,316182,0
9419,316215,0
9420,316248,0
9421,316282,0
9422,316316,0
9423,316349,0
9424,316382,0
9425,316417,0
9426,316450,0
9427,316483,0
9428,316518,0
9429,316550,0
9430,316584,0
9431,316619,0
9432,316651,0
9433,316684,0
9434,316720,0
9435,316752,0
9436,316786,0
9437,316820,0
9438,316853,0
9439,316887,0
9440,316921,0
9441,316953,0
9442,316988,0
9443,317022,0
9444,317054,0
9445,317088,0
9446,317122,0
9447,317155,0
9448,317190,0
9449,317223,0
9450,317255,0
9451,317290,0
9452,317323,0
9453,317357,0
9454,317391,0
9455,317424,0
9456,317457,0
9457,317492,0
9458,317524,0
9459,317557,0
9460,317593,0
9461,317625,0
9462,317658,0
9463,317693,0
9464,317725,0
9465,317760,0
9466,317793,0
9467,317827,0
9468,317862,0
9469,317893,0
9470,317928,0
9471,317961,0
9472,317994,0
9473,318029,0
9474,318062,0
9475,318095,0
9476,318129,0
9477,318162,0
9478,318196,0
9479,318230,0
9480,318263,0
9481,318297,0
9482,318330,0
9483,318363,0
9484,318397,0
9485,318432,0
9486,318464,0
9487,318498,0
9488,318532,0
9489,318565,0
9490,318598,0
9491,318633,0
9492,318666,0
9493,318700,0
9494,318733,0
9495,318768,0
9496,318800,0
9497,318833,0
9498,318867,0
9499,318901,0
9500,318935,0
9501,318968,0
9502,319001,0
9503,319035,0
9504,319069,0
9505,319103,0
9506,319136,0
9507,319170,0
9508,319203,0
9509,319237,0
9510,319271,0
9511,319303,0
9512,319338,0
9513,319371,0
9514,319404,0
9515,319439,0
9516,319472,0
9517,319505,0
9518,319540,0
9519,319572,0
9520,319606,0
9521,319641,0
9522,319673,0
9523,319706,0
9524,319741,0
9525,319774,0
9526,319808,0
9527,319842,0
9528,319875,0
9529,319908,0
9530,319942,0
9531,319975,0
9532,320009,0
9533,320042,0
9534,320076,0
9535,320109,0
9536,320143,0
9537,320178,0
9538,320211,0
9539,320244,0
9540,320278,0
9541,320312,0
9542,320345,0
9543,320379,0
9544,320412,0
9545,320445,0
9546,320479,0
9547,320513,0
9548,320546,0
9549,320580,0
9550,320614,0
9551,320647,0
9552,320681,0
9553,320713,0
9554,320747,0
9555,320781,0
9556,320814,0
9557,320847,0
9558,320881,0
9559,320915,0
9560,320949,0
9561,320982,0
9562,321017,0
9563,321049,0
9564,321083,0
9565,321118,0
9566,321150,0
9567,321184,0
9568,321218,0
9569,321251,0
9570,321284,0
9571,321319,0
9572,321352,0
9573,321385,0
9574,321419,0
9575,321452,0
9576,321486,0
9577,321520,0
9578,321553,0
9579,321588,0
9580,321621,0
9581,321654,0
9582,321689,0
9583,321721,0
9584,321754,0
9585,321789,0
9586,321822,0
9587,321855,0
9588,321889,0
9589,321922,0
9590,321956,0
9591,321991,0
9592,322023,0
9593,322056,0
9594,322092,0
9595,322124,0
9596,322158,0
9597,322191,0
9598,322225,0
9599,322259,0
9600,322292,0
9601,322326,0
9602,322359,0
9603,322393,0
9604,322426,0
9605,322459,0
9606,322493,0
9607,322527,0
9608,322560,0
9609,322594,0
9610,322628,0
9611,322661,0
9612,322695,0
9613,322728,0
9614,322762,0
9615,322795,0
9616,322830,0
9617,322862,0
9618,322896,0
9619,322930,0
9620,322963,0
9621,322997,0
9622,323030,0
9623,323064,0
9624,323097,0
9625,323131,0
9626,323165,0
9627,323198,0
9628,323231,0
9629,323265,0
9630,323298,0
9631,323333,0
9632,323366,0
9633,323399,0
9634,323433,0
9635,323467,0
9636,323500,0
9637,323534,0
9638,323569,0
9639,323601,0
9640,323635,0
9641,323668,0
9642,323701,0
9643,323737,0
9644,323770,0
9645,323802,0
9646,323836,0
9647,323870,0
9648,323903,0
9649,323938,0
9650,323971,0
9651,324003,0
9652,324039,0
9653,324072,0
9654,324104,0
9655,324139,0
9656,324172,0
9657,324206,0
9658,324240,0
9659,324273,0
9660,324306,0
9661,324341,0
9662,324373,0
9663,324407,0
9664,324442,0
9665,324474,0
9666,324508,0
9667,324541,0
9668,324575,0
9669,324608,0
9670,324643,0
9671,324677,0
9672,324710,0
9673,324743,0
9674,324778,0
9675,324811,0
9676,324843,0
9677,324877,0
9678,324912,0
9679,324944,0
9680,324979,0
9681,325012,0
9682,325045,0
9683,325080,0
9684,325112,0
9685,325146,0
9686,325180,0
9687,325212,0
9688,325246,0
9689,325280,0
9690,325314,0
9691,325346,0
9692,325381,0
9693,325415,0
9694,325448,0
9695,325481,0
9696,325515,0
9697,325548,0
9698,325581,0
9699,325615,0
9700,325649,0
9701,325683,0
9702,325717,0
9703,325749,0
9704,325783,0
9705,325818,0
9706,325851,0
9707,325885,0
9708,325919,0
9709,325951,0
9710,325986,0
9711,326019,0
9712,326052,0
9713,326086,0
9714,326120,0
9715,326153,0
9716,326187,0
9717,326220,0
9718,326253,0
9719,326287,0
9720,326320,0
9721,326354,0
9722,326389,0
9723,326421,0
9724,326455,0
9725,326490,0
9726,326522,0
9727,326555,0
9728,326590,0
9729,326623,0
9730,326656,0
9731,326691,0
9732,326724,0
9733,326757,0
9734,326791,0
9735,326825,0
9736,326858,0
9737,326891,0
9738,326926,0
9739,326959,0
9740,326993,0
9741,327027,0
9742,327059,0
9743,327093,0
9744,327127,0
9745,327160,0
9746,327193,0
9747,327228,0
9748,327262,0
9749,327295,0
9750,327329,0
9751,327362,0
9752,327394,0
9753,327429,0
9754,327463,0
9755,327496,0
9756,327530,0
9757,327563,0
9758,327596,0
9759,327630,0
9760,327664,0
9761,327697,0
9762,327730,0
9763,327765,0
9764,327798,0
9765,327831,0
9766,327865,0
9767,327898,0
9768,327931,0
9769,327966,0
9770,327999,0
9771,328033,0
9772,328067,0
9773,328100,0
9774,328134,0
9775,328168,0
9776,328200,0
9777,328235,0
9778,328269,0
9779,328301,0
9780,328336,0
9781,328369,0
9782,328402,0
9783,328436,0
9784,328470,0
9785,328502,0
9786,328538,0
9787,328571,0
9788,328603,0
9789,328638,0
9790,328671,0
9791,328704,0
9792,328738,0
9793,328771,0
9794,328804,0
9795,328839,0
9796,328872,0
9797,328905,0
9798,328939,0
9799,328974,0
9800,329006,0
9801,329040,0
9802,329075,0
9803,329108,0
9804,329141,0
9805,329175,0
9806,329208,0
9807,329241,0
9808,329276,0
9809,329309,0
9810,329342,0
9811,329376,0
9812,329409,0
9813,329443,0
9814,329477,0
9815,329511,0
9816,329544,0
9817,329578,0
9818,329610,0
9819,329644,0
9820,329678,0
9821,329712,0
9822,329745,0
9823,329779,0
9824,329812,0
9825,329846,0
9826,329880,0
9827,329914,0
9828,329946,0
9829,329980,0
9830,330014,0
9831,330047,0
9832,330080,0
9833,330115,0
9834,330148,0
9835,330182,0
9836,330217,0
9837,330249,0
9838,330283,0
9839,330317,0
9840,330349,0
9841,330383,0
9842,330418,0
9843,330450,0
9844,330484,0
9845,330518,0
9846,330551,0
9847,330585,0
9848,330618,0
9849,330651,0
9850,330686,0
9851,330718,0
9852,330752,0
9853,330787,0
9854,330819,0
9855,330853,0
9856,330887,0
9857,330920,0
9858,330953,0
9859,330988,0
9860,331021,0
9861,331054,0
9862,331089,0
9863,331122,0
9864,331155,0
9865,331189,0
9866,331222,0
9867,331256,0
9868,331289,0
9869,331324,0
9870,331357,0
9871,331391,0
9872,331425,0
9873,331458,0
9874,331491,0
9875,331525,0
9876,331558,0
9877,331592,0
9878,331627,0
9879,331658,0
9880,331692,0
9881,331727,0
9882,331759,0
9883,331794,0
9884,331827,0
9885,331860,0
9886,331893,0
9887,331927,0
9888,331961,0
9889,331994,0
9890,332028,0
9891,332062,0
9892,332095,0
9893,332128,0
9894,332162,0
9895,332196,0
9896,332229,0
9897,332264,0
9898,332297,0
9899,332330,0
9900,332365,0
9901,332397,0
9902,332431,0
9903,332465,0
9904,332498,0
9905,332533,0
9906,332566,0
9907,332599,0
9908,332634,0
9909,332666,0
9910,332699,0
9911,332734,0
9912,332767,0
9913,332800,0
9914,332834,0
9915,332867,0
9916,332901,0
9917,332935,0
9918,332968,0
9919,333001,0
9920,333036,0
9921,333069,0
9922,333102,0
9923,333137,0
9924,333169,0
9925,333203,0
9926,333237,0
9927,333270,0
9928,333303,0
9929,333337,0
9930,333371,0
9931,333404,0
9932,333438,0
9933,333472,0
9934,333506,0
9935,333539,0
9936,333574,0
9937,333606,0
9938,333639,0
9939,333674,0
9940,333707,0
9941,333740,0
9942,333774,0
9943,333808,0
9944,333841,0
9945,333875,0
9946,333909,0
9947,333942,0
9948,333976,0
9949,334008,0
9950,334042,0
9951,334077,0
9952,334110,0
9953,334144,0
9954,334178,0
9955,334211,0
9956,334244,0
9957,334278,0
9958,334312,0
9959,334345,0
9960,334378,0
9961,334412,0
9962,334445,0
9963,334479,0
9964,334513,0
9965,334546,0
9966,334580,0
9967,334614,0
9968,334648,0
9969,334680,0
9970,334715,0
9971,334747,0
9972,334782,0
9973,334815,0
9974,334848,0
9975,334882,0
9976,334916,0
9977,334949,0
9978,334983,0
9979,335017,0
9980,335049,0
9981,335083,0
9982,335117,0
9983,335150,0
9984,335185,0
9985,335217,0
9986,335252,0
9987,335286,0
9988,335318,0
9989,335352,0
9990,335386,0
9991,335419,0
9992,335452,0
9993,335486,0
9994,335520,0
9995,335553,0
9996,335587,0
9997,335621,0
9998,335654,0
9999,335687,0
10000,335722,0
10001,335755,0
10002,335788,0
10003,335822,0
10004,335855,0
10005,335889,0
10006,335924,0
10007,335956,0
10008,335991,0
10009,336025,0
10010,336058,0
10011,336091,0
10012,336125,0
10013,336158,0
10014,336191,0
10015,336226,0
10016,336259,0
10017,336292,0
10018,336326,0
10019,336359,0
10020,336393,0
10021,336426,0
10022,336460,0
10023,336493,0
10024,336527,0
10025,336561,0
10026,336595,0
10027,336628,0
10028,336662,0
10029,336695,0
10030,336729,0
10031,336762,0
10032,336795,0
10033,336829,0
10034,336863,0
10035,336896,0
10036,336929,0
10037,336964,0
10038,336996,0
10039,337031,0
10040,337065,0
10041,337098,0
10042,337132,0
10043,337165,0
10044,337198,0
10045,337232,0
10046,337266,0
10047,337299,0
10048,337334,0
10049,337366,0
10050,337399,0
10051,337434,0
10052,337467,0
10053,337500,0
10054,337535,0
10055,337567,0
10056,337601,0
10057,337636,0
10058,337668,0
10059,337702,0
10060,337736,0
10061,337770,0
10062,337802,0
10063,337836,0
10064,337871,0
10065,337904,0
10066,337937,0
10067,337971,0
10068,338004,0
10069,338037,0
10070,338072,0
10071,338106,0
10072,338138,0
10073,338173,0
10074,338206,0
10075,338239,0
10076,338273,0
10077,338307,0
10078,338339,0
10079,338375,0
10080,338407,0
10081,338441,0
10082,338475,0
10083,338508,0
10084,338542,0
10085,338576,0
10086,338609,0
10087,338643,0
10088,338676,0
10089,338709,0
10090,338743,0
10091,338777,0
10092,338810,0
10093,338843,0
10094,338876,0
10095,338912,0
10096,338944,0
10097,338978,0
10098,339012,0
10099,339046,0
10100,339079,0
10101,339113,0
10102,339145,0
10103,339179,0
10104,339214,0
10105,339246,0
10106,339281,0
10107,339314,0
10108,339347,0
10109,339381,0
10110,339415,0
10111,339448,0
10112,339482,0
10113,339515,0
10114,339549,0
10115,339583,0
10116,339616,0
10117,339649,0
10118,339683,0
10119,339716,0
10120,339750,0
10121,339784,0
10122,339817,0
10123,339851,0
10124,339885,0
10125,339918,0
10126,339951,0
10127,339986,0
10128,340019,0
10129,340052,0
10130,340086,0
10131,340120,0
10132,340152,0
10133,340186,0
10134,340221,0
10135,340253,0
10136,340286,0
10137,340321,0
10138,340354,0
10139,340388,0
10140,340422,0
10141,340455,0
10142,340488,0
10143,340523,0
10144,340555,0
10145,340589,0
10146,340624,0
10147,340657,0
10148,340690,0
10149,340725,0
10150,340757,0
10151,340791,0
10152,340825,0
10153,340858,0
10154,340891,0
10155,340926,0
10156,340959,0
10157,340992,0
10158,341026,0
10159,341061,0
10160,341093,0
10161,341127,0
10162,341161,0
10163,341194,0
10164,341228,0
10165,341262,0
10166,341295,0
10167,341328,0
10168,341362,0
10169,341396,0
10170,341429,0
10171,341464,0
10172,341497,0
10173,341530,0
10174,341563,0
10175,341596,0
10176,341631,0
10177,341664,0
10178,341697,0
10179,341732,0
10180,341764,0
10181,341798,0
10182,341832,0
10183,341865,0
10184,341899,0
10185,341933,0
10186,341965,0
10187,341999,0
10188,342033,0
10189,342066,0
10190,342100,0
10191,342134,0
10192,342167,0
10193,342201,0
10194,342235,0
10195,342268,0
10196,342301,0
10197,342335,0
10198,342370,0
10199,342401,0
10200,342435,0
10201,342470,0
10202,342503,0
10203,342536,0
10204,342571,0
10205,342604,0
10206,342637,0
10207,342672,0
10208,342705,0
10209,342738,0
10210,342772,0
10211,342805,0
10212,342839,0
10213,342874,0
10214,342906,0
10215,342940,0
10216,342974,0
10217,343007,0
10218,343040,0
10219,343074,0
10220,343108,0
10221,343140,0
10222,343175,0
10223,343209,0
10224,343241,0
10225,343276,0
10226,343310,0
10227,343342,0
10228,343376,0
10229,343410,0
10230,343444,0
10231,343477,0
10232,343511,0
10233,343544,0
10234,343577,0
10235,343612,0
10236,343644,0
10237,343679,0
10238,343712,0
10239,343746,0
10240,343779,0
10241,343813,0
10242,343846,0
10243,343880,0
10244,343913,0
10245,343946,0
10246,343981,0
10247,344014,0
10248,344047,0
10249,344082,0
10250,344114,0
10251,344148,0
10252,344182,0
10253,344215,0
10254,344249,0
10255,344283,0
10256,344316,0
10257,344350,0
10258,344383,0
10259,344416,0
10260,344450,0
10261,344484,0
10262,344518,0
10263,344551,0
10264,344585,0
10265,344619,0
10266,344651,0
10267,344685,0
10268,344719,0
10269,344752,0
10270,344786,0
10271,344820,0
10272,344853,0
10273,344887,0
10274,344921,0
10275,344954,0
10276,344987,0
10277,345021,0
10278,345054,0
10279,345088,0
10280,345122,0
10281,345155,0
10282,345189,0
10283,345223,0
10284,345256,0
10285,345289,0
10286,345324,0
10287,345357,0
10288,345391,0
10289,345425,0
10290,345458,0
10291,345492,0
10292,345525,0
10293,345560,0
10294,345592,0
10295,345625,0
10296,345660,0
10297,345693,0
10298,345726,0
10299,345760,0
10300,345794,0
10301,345827,0
10302,345861,0
10303,345894,0
10304,345929,0
10305,345961,0
10306,345995,0
10307,346029,0
10308,346063,0
10309,346096,0
10310,346129,0
10311,346163,0
10312,346197,0
10313,346230,0
10314,346263,0
10315,346297,0
10316,346331,0
10317,346364,0
10318,346398,0
10319,346432,0
10320,346465,0
10321,346499,0
10322,346532,0
10323,346565,0
10324,346599,0
10325,346633,0
10326,346666,0
10327,346699,0
10328,346733,0
10329,346767,0
10330,346801,0
10331,346834,0
10332,346869,0
10333,346901,0
10334,346934,0
10335,346969,0
10336,347002,0
10337,347035,0
10338,347070,0
10339,347102,0
10340,347136,0
10341,347170,0
10342,347203,0
10343,347236,0
10344,347271,0
10345,347304,0
10346,347337,0
10347,347372,0
10348,347405,0
10349,347438,0
10350,347472,0
10351,347506,0
10352,347539,0
10353,347572,0
10354,347607,0
10355,347639,0
10356,347673,0
10357,347708,0
10358,347741,0
10359,347775,0
10360,347808,0
10361,347842,0
10362,347874,0
10363,347909,0
10364,347942,0
10365,347975,0
10366,348010,0
10367,348042,0
10368,348077,0
10369,348111,0
10370,348144,0
10371,348178,0
10372,348211,0
10373,348244,0
10374,348278,0
10375,348312,0
10376,348345,0
10377,348379,0
10378,348412,0
10379,348446,0
10380,348480,0
10381,348512,0
10382,348547,0
10383,348581,0
10384,348613,0
10385,348647,0
10386,348681,0
10387,348713,0
10388,348747,0
10389,348782,0
10390,348815,0
10391,348848,0
10392,348882,0
10393,348916,0
10394,348949,0
10395,348982,0
10396,349017,0
10397,349050,0
10398,349084,0
10399,349118,0
10400,349150,0
10401,349183,0
10402,349218,0
10403,349251,0
10404,349284,0
10405,349319,0
10406,349352,0
10407,349385,0
10408,349420,0
10409,349452,0
10410,349486,0
10411,349520,0
10412,349553,0
10413,349586,0
10414,349621,0
10415,349654,0
10416,349687,0
10417,349721,0
10418,349755,0
10419,349788,0
10420,349821,0
10421,349857,0
10422,349889,0
10423,349922,0
10424,349958,0
10425,349991,0
10426,350024,0
10427,350058,0
10428,350091,0
10429,350125,0
10430,350159,0
10431,350192,0
10432,350226,0
10433,350259,0
10434,350292,0
10435,350327,0
10436,350360,0
10437,350393,0
10438,350428,0
10439,350460,0
10440,350493,0
10441,350528,0
10442,350561,0
10443,350594,0
10444,350628,0
10445,350661,0
10446,350695,0
10447,350729,0
10448,350762,0
10449,350795,0
10450,350830,0
10451,350863,0
10452,350896,0
10453,350931,0
10454,350963,0
10455,350997,0
10456,351031,0
10457,351064,0
10458,351098,0
10459,351131,0
10460,351165,0
10461,351199,0
10462,351232,0
10463,351266,0
10464,351299,0
10465,351332,0
10466,351367,0
10467,351400,0
10468,351433,0
10469,351467,0
10470,351501,0
10471,351534,0
10472,351569,0
10473,351602,0
10474,351634,0
10475,351669,0
10476,351702,0
10477,351736,0
10478,351769,0
10479,351803,0
10480,351836,0
10481,351870,0
10482,351904,0
10483,351937,0
10484,351970,0
10485,352005,0
10486,352038,0
10487,352072,0
10488,352106,0
10489,352138,0
10490,352172,0
10491,352207,0
10492,352239,0
10493,352273,0
10494,352308,0
10495,352340,0
10496,352375,0
10497,352409,0
10498,352441,0
10499,352476,0
10500,352508,0
10501,352542,0
10502,352576,0
10503,352610,0
10504,352643,0
10505,352676,0
10506,352710,0
10507,352744,0
10508,352777,0
10509,352811,0
10510,352844,0
10511,352878,0
10512,352911,0
10513,352945,0
10514,352979,0
10515,353012,0
10516,353045,0
10517,353079,0
10518,353112,0
10519,353146,0
10520,353179,0
10521,353213,0
10522,353246,0
10523,353280,0
10524,353314,0
10525,353347,0
10526,353381,0
10527,353415,0
10528,353448,0
10529,353482,0
10530,353516,0
10531,353549,0
10532,353582,0
10533,353616,0
10534,353649,0
10535,353683,0
10536,353718,0
10537,353750,0
10538,353784,0
10539,353818,0
10540,353851,0
10541,353884,0
10542,353918,0
10543,353952,0
10544,353985,0
10545,354019,0
10546,354052,0
10547,354086,0
10548,354119,0
10549,354154,0
10550,354187,0
10551,354220,0
10552,354255,0
10553,354287,0
10554,354321,0
10555,354355,0
10556,354388,0
10557,354421,0
10558,354456,0
10559,354488,0
10560,354522,0
10561,354557,0
10562,354589,0
10563,354624,0
10564,354658,0
10565,354690,0
10566,354725,0
10567,354758,0
10568,354791,0
10569,354825,0
10570,354859,0
10571,354892,0
10572,354926,0
10573,354959,0
10574,354993,0
10575,355027,0
10576,355059,0
10577,355094,0
10578,355128,0
10579,355161,0
10580,355194,0
10581,355228,0
10582,355260,0
10583,355295,0
10584,355329,0
10585,355362,0
10586,355396,0
10587,355429,0
10588,355462,0
10589,355496,0
10590,355529,0
10591,355563,0
10592,355597,0
10593,355630,0
10594,355664,0
10595,355697,0
10596,355731,0
10597,355765,0
10598,355798,0
10599,355831,0
10600,355866,0
10601,355899,0
10602,355933,0
10603,355967,0
10604,356000,0
10605,356033,0
10606,356067,0
10607,356100,0
10608,356134,0
10609,356168,0
10610,356201,0
10611,356234,0
10612,356269,0
10613,356302,0
10614,356335,0
10615,356368,0
10616,356403,0
10617,356436,0
10618,356470,0
10619,356503,0
10620,356536,0
10621,356570,0
10622,356605,0
10623,356637,0
10624,356671,0
10625,356705,0
10626,356738,0
10627,356772,0
10628,356806,0
10629,356838,0
10630,356873,0
10631,356907,0
10632,356939,0
10633,356974,0
10634,357008,0
10635,357040,0
10636,357074,0
10637,357108,0
10638,357141,0
10639,357176,0
10640,357209,0
10641,357242,0
10642,357276,0
10643,357308,0
10644,357343,0
10645,357378,0
10646,357410,0
10647,357443,0
10648,357477,0
10649,357510,0
10650,357543,0
10651,357578,0
10652,357611,0
10653,357645,0
10654,357679,0
10655,357712,0
10656,357745,0
10657,357779,0
10658,357814,0
10659,357847,0
10660,357880,0
10661,357914,0
10662,357946,0
10663,357980,0
10664,358015,0
10665,358047,0
10666,358081,0
10667,358115,0
10668,358148,0
10669,358182,0
10670,358216,0
10671,358249,0
10672,358283,0
10673,358317,0
10674,358349,0
10675,358383,0
10676,358418,0
10677,358450,0
10678,358484,0
10679,358519,0
10680,358551,0
10681,358584,0
10682,358618,0
10683,358652,0
10684,358685,0
10685,358718,0
10686,358753,0
10687,358786,0
10688,358819,0
10689,358854,0
10690,358887,0
10691,358920,0
10692,358955,0
10693,358988,0
10694,359021,0
10695,359055,0
10696,359088,0
10697,359123,0
10698,359156,0
10699,359188,0
10700,359224,0
10701,359257,0
10702,359290,0
10703,359325,0
10704,359358,0
10705,359391,0
10706,359425,0
10707,359458,0
10708,359492,0
10709,359526,0
10710,359559,0
10711,359592,0
10712,359627,0
10713,359659,0
10714,359693,0
10715,359728,0
10716,359760,0
10717,359794,0
10718,359828,0
10719,359862,0
10720,359895,0
10721,359928,0
10722,359962,0
10723,359994,0
10724,360029,0
10725,360063,0
10726,360096,0
10727,360129,0
10728,360164,0
10729,360196,0
10730,360230,0
10731,360264,0
10732,360298,0
10733,360330,0
10734,360364,0
10735,360398,0
10736,360431,0
10737,360466,0
10738,360498,0
10739,360532,0
10740,360566,0
10741,360599,0
10742,360632,0
10743,360667,0
10744,360700,0
10745,360733,0
10746,360767,0
10747,360801,0
10748,360834,0
10749,360868,0
10750,360902,0
10751,360934,0
10752,360968,0
10753,361003,0
10754,361035,0
10755,361069,0
10756,361104,0
10757,361136,0
10758,361170,0
10759,361204,0
10760,361237,0
10761,361271,0
10762,361305,0
10763,361337,0
10764,361372,0
10765,361406,0
10766,361438,0
10767,361473,0
10768,361507,0
10769,361539,0
10770,361574,0
10771,361607,0
10772,361640,0
10773,361675,0
10774,361707,0
10775,361741,0
10776,361776,0
10777,361808,0
10778,361842,0
10779,361877,0
10780,361909,0
10781,361943,0
10782,361976,0
10783,362010,0
10784,362043,0
10785,362076,0
10786,362110,0
10787,362144,0
10788,362178,0
10789,362211,0
10790,362245,0
10791,362278,0
10792,362312,0
10793,362346,0
10794,362378,0
10795,362413,0
10796,362446,0
10797,362479,0
10798,362513,0
10799,362547,0
10800,362580,0
10801,362614,0
10802,362647,0
10803,362681,0
10804,362715,0
10805,362747,0
10806,362781,0
10807,362815,0
10808,362848,0
10809,362881,0
10810,362916,0
10811,362950,0
10812,362983,0
10813,363017,0
10814,363050,0
10815,363083,0
10816,363116,0
10817,363151,0
10818,363184,0
10819,363218,0
10820,363252,0
10821,363285,0
10822,363318,0
10823,363353,0
10824,363385,0
10825,363420,0
10826,363454,0
10827,363486,0
10828,363520,0
10829,363555,0
10830,363587,0
10831,363621,0
10832,363654,0
10833,363687,0
10834,363722,0
10835,363756,0
10836,363788,0
10837,363823,0
10838,363856,0
10839,363889,0
10840,363924,0
10841,363957,0
10842,363991,0
10843,364025,0
10844,364057,0
10845,364091,0
10846,364125,0
10847,364158,0
10848,364191,0
10849,364226,0
10850,364259,0
10851,364292,0
10852,364327,0
10853,364359,0
10854,364393,0
10855,364427,0
10856,364460,0
10857,364494,0
10858,364528,0
10859,364561,0
10860,364595,0
10861,364628,0
10862,364663,0
10863,364696,0
10864,364730,0
10865,364763,0
10866,364796,0
10867,364829,0
10868,364864,0
10869,364896,0
10870,364930,0
10871,364964,0
10872,364997,0
10873,365031,0
10874,365065,0
10875,365098,0
10876,365132,0
10877,365166,0
10878,365198,0
10879,365232,0
10880,365266,0
10881,365300,0
10882,365333,0
10883,365366,0
10884,365401,0
10885,365434,0
10886,365467,0
10887,365502,0
10888,365535,0
10889,365568,0
10890,365603,0
10891,365635,0
10892,365669,0
10893,365703,0
10894,365736,0
10895,365769,0
10896,365804,0
10897,365836,0
10898,365870,0
10899,365905,0
10900,365937,0
10901,365972,0
10902,366005,0
10903,366038,0
10904,366073,0
10905,366105,0
10906,366139,0
10907,366174,0
10908,366206,0
10909,366239,0
10910,366274,0
10911,366307,0
10912,366340,0
10913,366375,0
10914,366407,0
10915,366441,0
10916,366475,0
10917,366508,0
10918,366542,0
10919,366576,0
10920,366610,0
10921,366643,0
10922,366677,0
10923,366710,0
10924,366744,0
10925,366777,0
10926,366811,0
10927,366844,0
10928,366877,0
10929,366912,0
10930,366944,0
10931,366978,0
10932,367012,0
10933,367046,0
10934,367079,0
10935,367113,0
10936,367146,0
10937,367179,0
10938,367214,0
10939,367247,0
10940,367280,0
10941,367314,0
10942,367347,0
10943,367381,0
10944,367415,0
10945,367448,0
10946,367482,0
10947,367515,0
10948,367549,0
10949,367582,0
10950,367616,0
10951,367650,0
10952,367683,0
10953,367717,0
10954,367751,0
10955,367784,0
10956,367817,0
10957,367851,0
10958,367884,0
10959,367917,0
10960,367952,0
10961,367985,0
10962,368019,0
10963,368054,0
10964,368086,0
10965,368120,0
10966,368154,0
10967,368187,0
10968,368221,0
10969,368255,0
10970,368287,0
10971,368321,0
10972,368355,0
10973,368388,0
10974,368422,0
10975,368455,0
10976,368488,0
10977,368524,0
10978,368556,0
10979,368590,0
10980,368625,0
10981,368657,0
10982,368690,0
10983,368724,0
10984,368757,0
10985,368790,0
10986,368825,0
10987,368858,0
10988,368892,0
10989,368925,0
10990,368960,0
10991,368992,0
10992,369026,0
10993,369060,0
10994,369094,0
10995,369126,0
10996,369161,0
10997,369194,0
10998,369228,0
10999,369261,0
11000,369294,0
11001,369329,0
11002,369363,0
11003,369395,0
11004,369428,0
11005,369463,0
11006,369496,0
11007,369530,0
11008,369563,0
11009,369597,0
11010,369630,0
11011,369664,0
11012,369697,0
11013,369731,0
11014,369764,0
11015,369798,0
11016,369831,0
11017,369865,0
11018,369900,0
11019,369933,0
11020,369966,0
11021,370000,0
